,ein,strein,name,sub_name,city,state,ntee_code,raw_ntee_code,subseccd,has_subseccd,have_filings,have_extracts,have_pdfs,score
77,461134776,46-1134776,BALTIMORE ARTS REALTY CORPORATION,BALTIMORE ARTS REALTY CORPORATION,BALTIMORE,MD,S31,S31,3,True,,,,4845.7036
78,522302465,52-2302465,BALTIMORE BALLET COMPANY INC,BALTIMORE BALLET COMPANY INC,COCKEYSVILLE,MD,A63,A63,3,True,,,,4845.7036
79,237105896,23-7105896,BALTIMORE BAR FOUNDATION INC,BALTIMORE BAR FOUNDATION INC,BALTIMORE,MD,I128,I128,3,True,,,,4845.7036
80,521314330,52-1314330,BALTIMORE BICYCLING CLUB INC,BALTIMORE BICYCLING CLUB INC,CATONSVILLE,MD,,,7,True,,,,4845.7036
81,521703062,52-1703062,BALTIMORE CHEMICAL ASSOCIATION INC,BALTIMORE CHEMICAL ASSOCIATION INC,CATONSVILLE,MD,T30Z,T30Z,3,True,,,,4845.7036
82,521807791,52-1807791,BALTIMORE CHINESE BAPTIST CHURCH,BALTIMORE CHINESE BAPTIST CHURCH,REISTERSTOWN,MD,,,3,True,,,,4845.7036
83,521541578,52-1541578,BALTIMORE CLASSICAL GUITAR SOCIETY,BALTIMORE CLASSICAL GUITAR SOCIETY,LUTHVLE TIMON,MD,A680,A680,3,True,,,,4845.7036
84,521632468,52-1632468,BALTIMORE COMMUNITY LENDING INC,BALTIMORE COMMUNITY LENDING INC,BALTIMORE,MD,S310,S310,3,True,,,,4845.7036
85,883029825,88-3029825,BALTIMORE COUNTY HORSE COUNCIL,BALTIMORE COUNTY HORSE COUNCIL,GLYNDON,MD,D01,D01,3,True,,,,4845.7036
86,273920746,27-3920746,BALTIMORE COUNTY INAUGURAL INC,BALTIMORE COUNTY INAUGURAL INC,PIKESVILLE,MD,W192,W192,4,True,,,,4845.7036
87,526041962,52-6041962,BALTIMORE ESTATE PLANNING COUNCIL,BALTIMORE ESTATE PLANNING COUNCIL,DAVIDSONVILLE,MD,,,6,True,,,,4845.7036
88,900787190,90-0787190,BALTIMORE FALAM BAPTIST CHURCH,BALTIMORE FALAM BAPTIST CHURCH,BALTIMORE,MD,X20,X20,3,True,,,,4845.7036
89,264464871,26-4464871,BALTIMORE FITNESS ACADEMY INC,BALTIMORE FITNESS ACADEMY INC,BALTIMORE,MD,,,0,False,,,,4845.7036
90,273478333,27-3478333,BALTIMORE GREEN CURRENCY ASSOCIATION,BALTIMORE GREEN CURRENCY ASSOCIATION,BALTIMORE,MD,S31,S31,3,True,,,,4845.7036
91,522089578,52-2089578,BALTIMORE HERB FESTIVAL INC,BALTIMORE HERB FESTIVAL INC,GWYNN OAK,MD,C42,C42,3,True,,,,4845.7036
92,770620470,77-0620470,BALTIMORE HOMA COMMUNITY INC,BALTIMORE HOMA COMMUNITY INC,WOODSTOCK,MD,E50,E50,3,True,,,,4845.7036
93,201351162,20-1351162,BALTIMORE JAZZ ALLIANCE INCORPORATED,BALTIMORE JAZZ ALLIANCE INCORPORATED,BALTIMORE,MD,A68,A68,3,True,,,,4845.7036
94,520634742,52-0634742,BALTIMORE MARITIME EXCHANGE INC,BALTIMORE MARITIME EXCHANGE INC,BALTIMORE,MD,,,6,True,,,,4845.7036
95,851085205,85-1085205,BALTIMORE OLIVER COMMUNITY ASSOCIATION,BALTIMORE OLIVER COMMUNITY ASSOCIATION,BALTIMORE,MD,S22,S22,3,True,,,,4845.7036
96,453795435,45-3795435,BALTIMORE OPEN THEATRE INC,BALTIMORE OPEN THEATRE INC ,BALTIMORE,MD,A6,A6,3,True,,,,4845.7036
97,844950493,84-4950493,BALTIMORE ORCHARD PROJECT INC,BALTIMORE ORCHARD PROJECT INC,BALTIMORE,MD,,,3,True,,,,4845.7036
98,521909176,52-1909176,BALTIMORE PUBLIC MARKETS CORPORATION,BALTIMORE PUBLIC MARKETS CORPORATION,BALTIMORE,MD,S99,S99,3,True,,,,4845.7036
99,834639384,83-4639384,BALTIMORE RATTLERS BASEBALL ACADEMY,BALTIMORE RATTLERS BASEBALL ACADEMY,WINDSOR MILL,MD,N63,N63,3,True,,,,4845.7036
0,204704816,20-4704816,BALTIMORE TAIWANESE WOMEN ASSOCIATION,BALTIMORE TAIWANESE WOMEN ASSOCIATION ,PHOENIX,MD,A11,A11,3,True,,,,4845.7036
1,460738285,46-0738285,BALTIMORE UNDERGROUND SCIENCE SPACE,BALTIMORE UNDERGROUND SCIENCE SPACE,BALTIMORE,MD,B28,B28,3,True,,,,4845.7036
2,521244579,52-1244579,BALTIMORE VEDIC SOCIETY INC,BALTIMORE VEDIC SOCIETY INC,CATONSVILLE,MD,,,40,True,,,,4845.7036
3,825286581,82-5286581,BATMAN IN BALTIMORE CO,BATMAN IN BALTIMORE CO,MILLERSVILLE,MD,T12,T12,3,True,,,,4845.7036
4,352402420,35-2402420,CASA BALTIMORE-LIMAY INC,CASA BALTIMORE-LIMAY INC ,BALTIMORE,MD,Q33,Q33,3,True,,,,4845.7036
5,474239959,47-4239959,EAST BALTIMORE HISTORICAL LIBRARY,EAST BALTIMORE HISTORICAL LIBRARY,BALTIMORE,MD,S20,S20,3,True,,,,4845.7036
6,520305098,52-0305098,ENGINEERING SOCIETY OF BALTIMORE,ENGINEERING SOCIETY OF BALTIMORE,BALTIMORE,MD,,,7,True,,,,4845.7036
7,521891491,52-1891491,FULL GOSPEL BALTIMORE CHURCH,FULL GOSPEL BALTIMORE CHURCH,LUTHERVILLE,MD,X99Z,X99Z,3,True,,,,4845.7036
8,113834672,11-3834672,GHANAIAN ASSOCIATION OF BALTIMORE,GHANAIAN ASSOCIATION OF BALTIMORE,OWINGS MILLS,MD,P84,P84,3,True,,,,4845.7036
9,521701600,52-1701600,GRACE BAPTIST CHURCH-BALTIMORE,GRACE BAPTIST CHURCH-BALTIMORE,BALTIMORE,MD,,,3,True,,,,4845.7036
10,520645650,52-0645650,GREATER BALTIMORE COMMITTEE INC,GREATER BALTIMORE COMMITTEE INC,BALTIMORE,MD,,,4,True,,,,4845.7036
11,204465333,20-4465333,GREATER BALTIMORE HISTORY ALLIANCEINC,GREATER BALTIMORE HISTORY ALLIANCEINC,BALTIMORE,MD,A80,A80,3,True,,,,4845.7036
12,526049658,52-6049658,GREATER BALTIMORE MEDICAL CENTER,GREATER BALTIMORE MEDICAL CENTER,BALTIMORE,MD,E220,E220,3,True,,,,4845.7036
13,521122140,52-1122140,HIBERNIAN SOCIETY OF BALTIMORE,HIBERNIAN SOCIETY OF BALTIMORE,TIMONIUM,MD,B82Z,B82Z,3,True,,,,4845.7036
14,882168330,88-2168330,KAIRALI OF BALTIMORE CHARITY,KAIRALI OF BALTIMORE CHARITY,PERRY HALL,MD,A99,A99,3,True,,,,4845.7036
15,841752739,84-1752739,KEYS IN BALTIMORE INC,KEYS IN BALTIMORE INC,BALTIMORE,MD,L20,L20,3,True,,,,4845.7036
16,463122039,46-3122039,KOLLEL D BALTIMORE INC,KOLLEL D BALTIMORE INC,BALTIMORE,MD,X20,X20,3,True,,,,4845.7036
17,861348645,86-1348645,MICAH FORUM BALTIMORE INC,MICAH FORUM BALTIMORE INC,BALTIMORE,MD,X99,X99,3,True,,,,4845.7036
18,526045016,52-6045016,MIKVAH OF BALTIMORE INC,MIKVAH OF BALTIMORE INC,BALTIMORE,MD,,,3,True,,,,4845.7036
19,521301154,52-1301154,NAMI METROPOLITAN BALTIMORE INC,NAMI METROPOLITAN BALTIMORE INC ,BALTIMORE,MD,F80Z,F80Z,3,True,,,,4845.7036
20,814568381,81-4568381,NEW BALTIMORE BUSINESS ALLIANCE,NEW BALTIMORE BUSINESS ALLIANCE,NEW BALTIMORE,MI,S02,S02,6,True,,,,4845.7036
21,386089690,38-6089690,NEW BALTIMORE CIVIC CLUB,NEW BALTIMORE CIVIC CLUB,CLINTON TWP,MI,,,4,True,,,,4845.7036
22,382282883,38-2282883,NEW BALTIMORE HISTORICAL SOCIETY,NEW BALTIMORE HISTORICAL SOCIETY,NEW BALTIMORE,MI,,,3,True,,,,4845.7036
23,462655857,46-2655857,NEW BALTIMORE INTERFAITH CHOIR,NEW BALTIMORE INTERFAITH CHOIR,CHESTERFIELD,MI,A6B,A6B,3,True,,,,4845.7036
24,237106637,23-7106637,NORTH BALTIMORE EDUCATION ASSOCIATION,NORTH BALTIMORE EDUCATION ASSOCIATION,N BALTIMORE,OH,,,6,True,,,,4845.7036
25,521189136,52-1189136,PRIDE OF BALTIMORE INC,PRIDE OF BALTIMORE INC,BALTIMORE,MD,,,3,True,,,,4845.7036
26,521020690,52-1020690,SOUTH BALTIMORE CAP INCORPORATED,SOUTH BALTIMORE CAP INCORPORATED,BALTIMORE,MD,F22Z,F22Z,3,True,,,,4845.7036
27,471160257,47-1160257,SOUTH BALTIMORE NETWORK INC,SOUTH BALTIMORE NETWORK INC,BALTIMORE,MD,,,0,False,,,,4845.7036
28,521270591,52-1270591,THE BALTIMORE ASSEMBLY INCORPORATED,THE BALTIMORE ASSEMBLY INCORPORATED,STEVENSON,MD,,,7,True,,,,4845.7036
29,526018902,52-6018902,THE VILLAGE CHURCH BALTIMORE,THE VILLAGE CHURCH BALTIMORE,BALTIMORE,MD,,,3,True,,,,4845.7036
30,263326310,26-3326310,TOGOLESE ASSOCIATION OF BALTIMORE,TOGOLESE ASSOCIATION OF BALTIMORE,BALTIMORE,MD,A23,A23,3,True,,,,4845.7036
31,521512614,52-1512614,AIDS ACTION BALTIMORE INC,AIDS ACTION BALTIMORE INC,BALTIMORE,MD,G81Z,G81Z,3,True,,,,4833.233
32,141882726,14-1882726,BALLOON OVER BALTIMORE INC,BALLOON OVER BALTIMORE INC,BALTIMORE,MD,A52,A52,3,True,,,,4833.233
33,237004132,23-7004132,BALTIMORE ACTORS THEATRE INC,BALTIMORE ACTORS THEATRE INC,COCKEYSVILLE,MD,A650,A650,3,True,,,,4833.233
34,521453400,52-1453400,BALTIMORE ARCHITECTURE FOUNDATION INC,BALTIMORE ARCHITECTURE FOUNDATION INC,BALTIMORE,MD,,,3,True,,,,4833.233
35,830921001,83-0921001,BALTIMORE BASEBALL CLUB INC,BALTIMORE BASEBALL CLUB INC,LINTHICUM,MD,B90,B90,3,True,,,,4833.233
36,521849583,52-1849583,BALTIMORE BEAD SOCIETY INC,BALTIMORE BEAD SOCIETY INC,ELLICOTT CITY,MD,B95Z,B95Z,3,True,,,,4833.233
37,521344945,52-1344945,BALTIMORE BIKUR CHOLIM INC,BALTIMORE BIKUR CHOLIM INC,BALTIMORE,MD,,,3,True,,,,4833.233
38,412184570,41-2184570,BALTIMORE CATHOLIC FORENSICS LEAGUE,BALTIMORE CATHOLIC FORENSICS LEAGUE,PARKVILLE,MD,B99,B99,7,True,,,,4833.233
39,454034809,45-4034809,BALTIMORE CEMETERY ASSOCIATION INC,BALTIMORE CEMETERY ASSOCIATION INC ,BALTIMORE,MD,Y50,Y50,13,True,,,,4833.233
40,521806933,52-1806933,BALTIMORE CHILDRENS MUSEUM INC,BALTIMORE CHILDRENS MUSEUM INC,BALTIMORE,MD,A520,A520,3,True,,,,4833.233
41,522107971,52-2107971,BALTIMORE CHINESE SCHOOL INC,BALTIMORE CHINESE SCHOOL INC,WHITE MARSH,MD,B28,B28,3,True,,,,4833.233
42,521212473,52-1212473,BALTIMORE CITY FOUNDATION INC,BALTIMORE CITY FOUNDATION INC,BALTIMORE,MD,T11,T11,3,True,,,,4833.233
43,823675340,82-3675340,BALTIMORE COMMUNITY BUILDERS INC,BALTIMORE COMMUNITY BUILDERS INC,BALTIMORE,MD,J22,J22,3,True,,,,4833.233
44,271993205,27-1993205,BALTIMORE COMPUTER GAME WIZARDS,BALTIMORE COMPUTER GAME WIZARDS,HUNT VALLEY,MD,A50,A50,3,True,,,,4833.233
45,465671021,46-5671021,BALTIMORE CRIME ANALYTICS INC,BALTIMORE CRIME ANALYTICS INC,BALTIMORE,MD,I02,I02,3,True,,,,4833.233
46,272799718,27-2799718,BALTIMORE DESIGN SCHOOL INC,BALTIMORE DESIGN SCHOOL INC,BALTIMORE,MD,B29,B29,3,True,,,,4833.233
47,463459055,46-3459055,BALTIMORE FOOD HUB INC,BALTIMORE FOOD HUB INC,BALTIMORE,MD,K30,K30,3,True,,,,4833.233
48,521694523,52-1694523,BALTIMORE HEALTHY START INC,BALTIMORE HEALTHY START INC,BALTIMORE,MD,,,3,True,,,,4833.233
49,311808725,31-1808725,BALTIMORE HOSPITAL TWIG 6,BALTIMORE HOSPITAL TWIG 6,BALTIMORE,OH,E11,E11,3,True,,,,4833.233
50,113720776,11-3720776,BALTIMORE HOUSING SOURCE INC,BALTIMORE HOUSING SOURCE INC,BOWIE,MD,,,3,True,,,,4833.233
51,204726681,20-4726681,BALTIMORE INTERNATIONAL ACADEMY INC,BALTIMORE INTERNATIONAL ACADEMY INC,BALTIMORE,MD,,,3,True,,,,4833.233
52,521912836,52-1912836,BALTIMORE JEWISH COUNCIL INC,BALTIMORE JEWISH COUNCIL INC,BALTIMORE,MD,B80,B80,3,True,,,,4833.233
53,522188818,52-2188818,BALTIMORE JEWISH CULTURAL CHAVURAH,BALTIMORE JEWISH CULTURAL CHAVURAH,REISTERSTOWN,MD,X30,X30,3,True,,,,4833.233
54,522179655,52-2179655,BALTIMORE LACROSSE CLUB INC,BALTIMORE LACROSSE CLUB INC,RUXTON,MD,N60,N60,3,True,,,,4833.233
55,842035277,84-2035277,BALTIMORE LEARNING COOPERATIVE INC,BALTIMORE LEARNING COOPERATIVE INC,BALTIMORE,MD,E99,E99,3,True,,,,4833.233
56,300834367,30-0834367,BALTIMORE MARINE VETERANS INC,BALTIMORE MARINE VETERANS INC,BALTIMORE,MD,W30,W30,3,True,,,,4833.233
57,521472076,52-1472076,BALTIMORE MENS CHORUS INC,BALTIMORE MENS CHORUS INC,TOWSON,MD,,,3,True,,,,4833.233
58,521371304,52-1371304,BALTIMORE MUNICIPAL GOLF CORPORATION,BALTIMORE MUNICIPAL GOLF CORPORATION,BALTIMORE,MD,N6AZ,N6AZ,3,True,,,,4833.233
59,521205675,52-1205675,BALTIMORE MUSEUM OF INDUSTRY,BALTIMORE MUSEUM OF INDUSTRY,BALTIMORE,MD,A540,A540,3,True,,,,4833.233
60,521189578,52-1189578,BALTIMORE OPERATION SAIL LTD,BALTIMORE OPERATION SAIL LTD,BALTIMORE,MD,N67Z,N67Z,3,True,,,,4833.233
61,237360551,23-7360551,BALTIMORE PARKING ASSOCIATION INC,BALTIMORE PARKING ASSOCIATION INC,BALTIMORE,MD,S41,S41,6,True,,,,4833.233
62,526054895,52-6054895,BALTIMORE ROTARY FOUNDATION INC,BALTIMORE ROTARY FOUNDATION INC,BALTIMORE,MD,S80Z,S80Z,3,True,,,,4833.233
63,262811742,26-2811742,BALTIMORE SCIENCE FAIR INC,BALTIMORE SCIENCE FAIR INC,RED LION,PA,O50,O50,3,True,,,,4833.233
64,760710450,76-0710450,BALTIMORE SIKH SOCIETY INC,BALTIMORE SIKH SOCIETY INC,DUNDALK,MD,X99,X99,3,True,,,,4833.233
65,521787364,52-1787364,BALTIMORE TALL CLUB INC,BALTIMORE TALL CLUB INC,HAGERSTOWN,MD,,,7,True,,,,4833.233
66,463220672,46-3220672,BALTIMORE TRANSIT CAMPAIGN INC,BALTIMORE TRANSIT CAMPAIGN INC,BALTIMORE,MD,W40,W40,3,True,,,,4833.233
67,852917789,85-2917789,BALTIMORE UNITY HALL INC,BALTIMORE UNITY HALL INC,CHEVY CHASE,MD,S20,S20,3,True,,,,4833.233
68,824161554,82-4161554,BALTIMORE WASHINGTON KASHRUT COUNCIL,BALTIMORE WASHINGTON KASHRUT COUNCIL,BETHESDA,MD,X30,X30,3,True,,,,4833.233
69,520238400,52-0238400,BALTIMORE YACHT CLUB INC,BALTIMORE YACHT CLUB INC,BALTIMORE,MD,,,7,True,,,,4833.233
70,470870596,47-0870596,BLAQ EQUITY BALTIMORE INC,BLAQ EQUITY BALTIMORE INC ,BALTIMORE,MD,R26,R26,3,True,,,,4833.233
71,510668738,51-0668738,CHAVERIM OF BALTIMORE INC,CHAVERIM OF BALTIMORE INC,BALTIMORE,MD,P61,P61,3,True,,,,4833.233
72,311480933,31-1480933,CHILDRENS SCHOLARSHIP FUND BALTIMORE,CHILDRENS SCHOLARSHIP FUND BALTIMORE,BALTIMORE,MD,B82,B82,3,True,,,,4833.233
73,461573193,46-1573193,CHURCHONE OF BALTIMORE INC,CHURCHONE OF BALTIMORE INC,TOWSON,MD,X20,X20,3,True,,,,4833.233
74,464636408,46-4636408,CURSILLO MOVEMENT OF BALTIMORE,CURSILLO MOVEMENT OF BALTIMORE,ANNAPOLIS,MD,X22,X22,3,True,,,,4833.233
75,300318809,30-0318809,EAST BALTIMORE BAPTIST CHURCH,EAST BALTIMORE BAPTIST CHURCH,LUTHERVILLE,MD,,,3,True,,,,4833.233
76,822144582,82-2144582,FREE FOR ALL BALTIMORE,FREE FOR ALL BALTIMORE,BALTIMORE,MD,P30,P30,3,True,,,,4833.233
77,521106790,52-1106790,IMMANUEL BAPTIST CHURCH-BALTIMORE,IMMANUEL BAPTIST CHURCH-BALTIMORE,BALTIMORE,MD,,,3,True,,,,4833.233
78,462685854,46-2685854,IMPACT BALTIMORE EDC INC,IMPACT BALTIMORE EDC INC,RANDALLSTOWN,MD,J21,J21,3,True,,,,4833.233
79,820717409,82-0717409,IN THE LIGHT BALTIMORE,IN THE LIGHT BALTIMORE,WHITE MARSH,MD,,,3,True,,,,4833.233
80,854003135,85-4003135,JUST US BALTIMORE INC,JUST US BALTIMORE INC,GWYNN OAK,MD,K30,K30,3,True,,,,4833.233
81,823958645,82-3958645,MARTIAL CLUB OF BALTIMORE,MARTIAL CLUB OF BALTIMORE,BALTIMORE,MD,N60,N60,3,True,,,,4833.233
82,141808953,14-1808953,NEW BALTIMORE CONSERVANCY INC,NEW BALTIMORE CONSERVANCY INC,NEW BALTIMORE,NY,C500,C500,3,True,,,,4833.233
83,371655767,37-1655767,NEW BALTIMORE FARMERS MARKET,NEW BALTIMORE FARMERS MARKET,NEW BALTIMORE,MI,P20,P20,3,True,,,,4833.233
84,571140395,57-1140395,SPIRITIST SOCIETY OF BALTIMORE,SPIRITIST SOCIETY OF BALTIMORE,ELDERSBURG,MD,X20,X20,3,True,,,,4833.233
85,520671428,52-0671428,THE ARC BALTIMORE INC,THE ARC BALTIMORE INC,BALTIMORE,MD,P82Z,P82Z,3,True,,,,4833.233
86,526011001,52-6011001,TRAFFIC CLUB OF BALTIMORE,TRAFFIC CLUB OF BALTIMORE,BALTIMORE,MD,,,6,True,,,,4833.233
87,473998910,47-3998910,VOICES OF BALTIMORE INC,VOICES OF BALTIMORE INC,BEL AIR,MD,X83,X83,3,True,,,,4833.233
88,272817856,27-2817856,ACTION CHAPEL INTERNATIONAL BALTIMORE,ACTION CHAPEL INTERNATIONAL BALTIMORE,BALTIMORE,MD,X20,X20,3,True,,,,4774.5728
89,461502760,46-1502760,BALTIMORE AREA NTRAK INC,BALTIMORE AREA NTRAK INC ,GLEN BURNIE,MD,A80,A80,3,True,,,,4774.5728
90,232624278,23-2624278,BALTIMORE AVENUE REDEVELOPMENT CORPORATION,BALTIMORE AVENUE REDEVELOPMENT CORPORATION,PHILADELPHIA,PA,S31Z,S31Z,3,True,,,,4774.5728
91,521959336,52-1959336,BALTIMORE BAIS DIN INC,BALTIMORE BAIS DIN INC,BALTIMORE,MD,X30Z,X30Z,3,True,,,,4774.5728
92,520847361,52-0847361,BALTIMORE BAPTIST ASSOCIATION INC,BALTIMORE BAPTIST ASSOCIATION INC,PARKVILLE,MD,,,3,True,,,,4774.5728
93,841963561,84-1963561,BALTIMORE CARE BEARS INC,BALTIMORE CARE BEARS INC,PIKESVILLE,MD,M99,M99,3,True,,,,4774.5728
94,201920772,20-1920772,BALTIMORE CATHOLIC LEAGUE INC,BALTIMORE CATHOLIC LEAGUE INC,TOWSON,MD,,,3,True,,,,4774.5728
95,521356846,52-1356846,BALTIMORE CHAMBER ORCHESTRA INC,BALTIMORE CHAMBER ORCHESTRA INC,BALTIMORE,MD,A69Z,A69Z,3,True,,,,4774.5728
96,526054521,52-6054521,BALTIMORE CITY DENTAL SOCIETY,BALTIMORE CITY DENTAL SOCIETY,BALTIMORE,MD,,,6,True,,,,4774.5728
97,521961406,52-1961406,BALTIMORE CURRICULUM PROJECT INC,BALTIMORE CURRICULUM PROJECT INC,BALTIMORE,MD,B90Z,B90Z,3,True,,,,4774.5728
98,475247670,47-5247670,BALTIMORE DISC GOLF INC,BALTIMORE DISC GOLF INC,LUTHERVILLE,MD,N70,N70,3,True,,,,4774.5728
99,46826272,04-6826272,BALTIMORE FAMILY FUND TR,BALTIMORE FAMILY FUND TR ,WILMINGTON,DE,Z99Z,Z99Z,3,True,,,,4774.5728
0,520634742,52-0634742,BALTIMORE MARITIME EXCHANGE INC,BALTIMORE MARITIME EXCHANGE INC,BALTIMORE,MD,,,6,True,,,,4728.608
1,851085205,85-1085205,BALTIMORE OLIVER COMMUNITY ASSOCIATION,BALTIMORE OLIVER COMMUNITY ASSOCIATION,BALTIMORE,MD,S22,S22,3,True,,,,4728.608
2,453795435,45-3795435,BALTIMORE OPEN THEATRE INC,BALTIMORE OPEN THEATRE INC ,BALTIMORE,MD,A6,A6,3,True,,,,4728.608
3,844950493,84-4950493,BALTIMORE ORCHARD PROJECT INC,BALTIMORE ORCHARD PROJECT INC,BALTIMORE,MD,,,3,True,,,,4728.608
4,521909176,52-1909176,BALTIMORE PUBLIC MARKETS CORPORATION,BALTIMORE PUBLIC MARKETS CORPORATION,BALTIMORE,MD,S99,S99,3,True,,,,4728.608
5,834639384,83-4639384,BALTIMORE RATTLERS BASEBALL ACADEMY,BALTIMORE RATTLERS BASEBALL ACADEMY,WINDSOR MILL,MD,N63,N63,3,True,,,,4728.608
6,204704816,20-4704816,BALTIMORE TAIWANESE WOMEN ASSOCIATION,BALTIMORE TAIWANESE WOMEN ASSOCIATION ,PHOENIX,MD,A11,A11,3,True,,,,4728.608
7,460738285,46-0738285,BALTIMORE UNDERGROUND SCIENCE SPACE,BALTIMORE UNDERGROUND SCIENCE SPACE,BALTIMORE,MD,B28,B28,3,True,,,,4728.608
8,521244579,52-1244579,BALTIMORE VEDIC SOCIETY INC,BALTIMORE VEDIC SOCIETY INC,CATONSVILLE,MD,,,40,True,,,,4728.608
9,825286581,82-5286581,BATMAN IN BALTIMORE CO,BATMAN IN BALTIMORE CO,MILLERSVILLE,MD,T12,T12,3,True,,,,4728.608
10,352402420,35-2402420,CASA BALTIMORE-LIMAY INC,CASA BALTIMORE-LIMAY INC ,BALTIMORE,MD,Q33,Q33,3,True,,,,4728.608
11,474239959,47-4239959,EAST BALTIMORE HISTORICAL LIBRARY,EAST BALTIMORE HISTORICAL LIBRARY,BALTIMORE,MD,S20,S20,3,True,,,,4728.608
12,520305098,52-0305098,ENGINEERING SOCIETY OF BALTIMORE,ENGINEERING SOCIETY OF BALTIMORE,BALTIMORE,MD,,,7,True,,,,4728.608
13,521891491,52-1891491,FULL GOSPEL BALTIMORE CHURCH,FULL GOSPEL BALTIMORE CHURCH,LUTHERVILLE,MD,X99Z,X99Z,3,True,,,,4728.608
14,113834672,11-3834672,GHANAIAN ASSOCIATION OF BALTIMORE,GHANAIAN ASSOCIATION OF BALTIMORE,OWINGS MILLS,MD,P84,P84,3,True,,,,4728.608
15,521701600,52-1701600,GRACE BAPTIST CHURCH-BALTIMORE,GRACE BAPTIST CHURCH-BALTIMORE,BALTIMORE,MD,,,3,True,,,,4728.608
16,520645650,52-0645650,GREATER BALTIMORE COMMITTEE INC,GREATER BALTIMORE COMMITTEE INC,BALTIMORE,MD,,,4,True,,,,4728.608
17,204465333,20-4465333,GREATER BALTIMORE HISTORY ALLIANCEINC,GREATER BALTIMORE HISTORY ALLIANCEINC,BALTIMORE,MD,A80,A80,3,True,,,,4728.608
18,526049658,52-6049658,GREATER BALTIMORE MEDICAL CENTER,GREATER BALTIMORE MEDICAL CENTER,BALTIMORE,MD,E220,E220,3,True,,,,4728.608
19,521122140,52-1122140,HIBERNIAN SOCIETY OF BALTIMORE,HIBERNIAN SOCIETY OF BALTIMORE,TIMONIUM,MD,B82Z,B82Z,3,True,,,,4728.608
20,882168330,88-2168330,KAIRALI OF BALTIMORE CHARITY,KAIRALI OF BALTIMORE CHARITY,PERRY HALL,MD,A99,A99,3,True,,,,4728.608
21,841752739,84-1752739,KEYS IN BALTIMORE INC,KEYS IN BALTIMORE INC,BALTIMORE,MD,L20,L20,3,True,,,,4728.608
22,463122039,46-3122039,KOLLEL D BALTIMORE INC,KOLLEL D BALTIMORE INC,BALTIMORE,MD,X20,X20,3,True,,,,4728.608
23,861348645,86-1348645,MICAH FORUM BALTIMORE INC,MICAH FORUM BALTIMORE INC,BALTIMORE,MD,X99,X99,3,True,,,,4728.608
24,526045016,52-6045016,MIKVAH OF BALTIMORE INC,MIKVAH OF BALTIMORE INC,BALTIMORE,MD,,,3,True,,,,4728.608
25,521301154,52-1301154,NAMI METROPOLITAN BALTIMORE INC,NAMI METROPOLITAN BALTIMORE INC ,BALTIMORE,MD,F80Z,F80Z,3,True,,,,4728.608
26,814568381,81-4568381,NEW BALTIMORE BUSINESS ALLIANCE,NEW BALTIMORE BUSINESS ALLIANCE,NEW BALTIMORE,MI,S02,S02,6,True,,,,4728.608
27,386089690,38-6089690,NEW BALTIMORE CIVIC CLUB,NEW BALTIMORE CIVIC CLUB,CLINTON TWP,MI,,,4,True,,,,4728.608
28,382282883,38-2282883,NEW BALTIMORE HISTORICAL SOCIETY,NEW BALTIMORE HISTORICAL SOCIETY,NEW BALTIMORE,MI,,,3,True,,,,4728.608
29,462655857,46-2655857,NEW BALTIMORE INTERFAITH CHOIR,NEW BALTIMORE INTERFAITH CHOIR,CHESTERFIELD,MI,A6B,A6B,3,True,,,,4728.608
30,237106637,23-7106637,NORTH BALTIMORE EDUCATION ASSOCIATION,NORTH BALTIMORE EDUCATION ASSOCIATION,N BALTIMORE,OH,,,6,True,,,,4728.608
31,521189136,52-1189136,PRIDE OF BALTIMORE INC,PRIDE OF BALTIMORE INC,BALTIMORE,MD,,,3,True,,,,4728.608
32,521020690,52-1020690,SOUTH BALTIMORE CAP INCORPORATED,SOUTH BALTIMORE CAP INCORPORATED,BALTIMORE,MD,F22Z,F22Z,3,True,,,,4728.608
33,471160257,47-1160257,SOUTH BALTIMORE NETWORK INC,SOUTH BALTIMORE NETWORK INC,BALTIMORE,MD,,,0,False,,,,4728.608
34,521270591,52-1270591,THE BALTIMORE ASSEMBLY INCORPORATED,THE BALTIMORE ASSEMBLY INCORPORATED,STEVENSON,MD,,,7,True,,,,4728.608
35,526018902,52-6018902,THE VILLAGE CHURCH BALTIMORE,THE VILLAGE CHURCH BALTIMORE,BALTIMORE,MD,,,3,True,,,,4728.608
36,263326310,26-3326310,TOGOLESE ASSOCIATION OF BALTIMORE,TOGOLESE ASSOCIATION OF BALTIMORE,BALTIMORE,MD,A23,A23,3,True,,,,4728.608
37,454927896,45-4927896,2 BALTIMORE CHAPTER INC,2 BALTIMORE CHAPTER INC,HANOVER,MD,S41,S41,6,True,,,,4716.0
38,454935477,45-4935477,ARTISTIC SYNERGY OF BALTIMORE,ARTISTIC SYNERGY OF BALTIMORE,ROSEDALE,MD,A60,A60,3,True,,,,4716.0
39,521356391,52-1356391,BALTIMORE 711 FRANCHISE OWNERS,BALTIMORE 711 FRANCHISE OWNERS,PARKVILLE,MD,,,6,True,,,,4716.0
40,521948745,52-1948745,BALTIMORE ALGEBRA PROJECT INC,BALTIMORE ALGEBRA PROJECT INC,BALTIMORE,MD,,,0,False,,,,4716.0
