,id,ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,have_extracts,have_pdfs
0,863225205,863225205,SOUTH BALTIMORE UNITED INC,,145 W OSTEND ST STE 600,BALTIMORE,MD,21230-3774,0,3,3,1000,2021-08-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A99,,2023-01-17T16:27:46.999Z,2023-01-17T16:27:46.999Z,,,
0,520674959,520674959,TEMPLE EMANUEL OF BALTIMORE,,3706 CRONDALL LANE,OWINGS MILLS,MD,21117-2234,0,3,3,7000,1983-07-01,1,10,001000000,1,1,,0,0,6,0,6,,,,,,2023-01-17T16:24:14.745Z,2023-01-17T16:24:14.745Z,,,
0,823720299,823720299,THE INITIATIVE BALTIMORE INCORPORATED,,1105 NEWFIELD RD,GWYNN OAK,MD,21207-4861,0,3,3,2000,2018-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,O54,,2023-01-17T16:26:43.420Z,2023-01-17T16:26:43.420Z,,,
0,237305478,237305478,WALDORF SCHOOL OF BALTIMORE,,4801 TAMARIND RD,BALTIMORE,MD,21209-4645,0,3,3,2100,1973-08-01,1,11,046030000,1,1,2021-06-01,7,6,1,0,6,6912057,3304821,3300839,,,2023-01-17T16:18:21.503Z,2023-01-17T16:18:21.503Z,,,
0,811662779,811662779,ANCIENT BALTIMORE FOUNDATION INC,% ROBERT DANTONIO,7114 DOGWOOD RD,WINDSOR MILL,MD,21244-1801,0,3,3,1200,2016-07-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,O50,,2023-01-17T16:26:11.621Z,2023-01-17T16:26:11.621Z,,,
0,520992215,520992215,ASA OF BALTIMORE INC,,PO BOX 43958,NOTTINGHAM,MD,21236-0958,0,6,3,2000,1976-04-01,2,0,123125200,1,1,2022-06-01,4,4,1,0,6,133188,144462,118303,,,2023-01-17T16:24:17.075Z,2023-01-17T16:24:17.075Z,,,
0,461134776,461134776,BALTIMORE ARTS REALTY CORPORATION,,2519 N CHARLES ST,BALTIMORE,MD,21218-4602,0,3,3,1000,2014-03-01,1,15,000000000,1,1,2021-12-01,8,6,1,0,12,24033407,2809884,2009720,S31,,2023-01-17T16:23:08.351Z,2023-01-17T16:23:08.351Z,,,
0,522302465,522302465,BALTIMORE BALLET COMPANY INC,,10534 YORK RD STE 201,COCKEYSVILLE,MD,21030-2395,0,3,3,2000,2001-09-01,1,15,000000000,1,1,2021-12-01,1,1,2,0,12,9807,8660,8660,A63,,2023-01-17T16:24:34.359Z,2023-01-17T16:24:34.359Z,,,
0,237105896,237105896,BALTIMORE BAR FOUNDATION INC,,111 N CALVERT ST STE 627,BALTIMORE,MD,21202-1917,0,3,3,1230,1971-03-01,1,15,059602120,1,1,2021-06-01,4,4,1,0,6,480206,441361,416293,I128,,2023-01-17T16:18:09.270Z,2023-01-17T16:18:09.270Z,,,
0,521314330,521314330,BALTIMORE BICYCLING CLUB INC,,1001 FREDERICK RD UNIT 3242,CATONSVILLE,MD,21228-7506,0,7,3,1000,1984-07-01,2,0,288318000,1,1,2021-12-01,4,3,1,0,12,152801,56228,56228,,,2023-01-17T16:24:21.594Z,2023-01-17T16:24:21.594Z,,,
0,521703062,521703062,BALTIMORE CHEMICAL ASSOCIATION INC,% TOM LUCAS,102 BLOOMSBURY AVE,CATONSVILLE,MD,21228-5220,0,3,3,1200,1995-03-01,1,16,040000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,T30Z,,2023-01-17T16:24:25.460Z,2023-01-17T16:24:25.460Z,,,
0,521807791,521807791,BALTIMORE CHINESE BAPTIST CHURCH,% REV RICHARD SHANG,1804 RIDGE RD,REISTERSTOWN,MD,21136-5618,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:27.572Z,2023-01-17T16:24:27.572Z,,,
0,521541578,521541578,BALTIMORE CLASSICAL GUITAR SOCIETY,% ASGERDUR SIGURDARDOTTIR,PO BOX 4466,LUTHVLE TIMON,MD,21094-4466,0,3,3,1000,1992-04-01,1,16,090995000,1,1,2022-06-01,5,4,1,0,6,598514,207259,207259,A680,,2023-01-17T16:24:24.087Z,2023-01-17T16:24:24.087Z,,,
0,521632468,521632468,BALTIMORE COMMUNITY LENDING INC,,875 HOLLINS STREET,BALTIMORE,MD,21201-1249,0,3,3,1000,1989-09-01,1,15,400000000,1,1,2022-06-01,8,7,1,0,6,32545900,5102241,4977119,S310,,2023-01-17T16:24:24.816Z,2023-01-17T16:24:24.816Z,,,
0,883029825,883029825,BALTIMORE COUNTY HORSE COUNCIL,,2700 BUTLER RD,GLYNDON,MD,21136-3849,0,3,3,1450,2022-07-01,1,16,000000000,1,1,,0,0,2,0,6,,,,D01,,2023-01-17T16:28:05.094Z,2023-01-17T16:28:05.094Z,,,
0,273920746,273920746,BALTIMORE COUNTY INAUGURAL INC,% LARRY STAHL,1307 SADDLEBACK RD,PIKESVILLE,MD,21208-4127,0,4,3,1000,2011-03-01,2,0,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,W192,,2023-01-17T16:19:33.044Z,2023-01-17T16:19:33.044Z,,,
0,526041962,526041962,BALTIMORE ESTATE PLANNING COUNCIL,,3463 GODSPEED RD,DAVIDSONVILLE,MD,21035-1304,0,6,3,2000,1970-06-01,2,0,205059000,5,1,2022-06-01,4,4,1,0,6,161523,114667,114667,,,2023-01-17T16:24:35.786Z,2023-01-17T16:24:35.786Z,,,
0,900787190,900787190,BALTIMORE FALAM BAPTIST CHURCH,% VAN THAWNG,4640 EDMONDSON AVE,BALTIMORE,MD,21229-1407,0,3,3,1700,2022-08-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:28:10.004Z,2023-01-17T16:28:10.004Z,,,
0,264464871,264464871,BALTIMORE FITNESS ACADEMY INC,,1416 MASON STREET,BALTIMORE,MD,21217,,,,,,,,,,,,,,,,,,,,,,2022-04-13T22:32:17.015Z,2022-04-13T22:32:17.015Z,xml_backfill,,
0,273478333,273478333,BALTIMORE GREEN CURRENCY ASSOCIATION,,3728 ELM AVE,BALTIMORE,MD,21211-2206,0,3,3,1000,2014-12-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,S31,,2023-01-17T16:19:31.270Z,2023-01-17T16:19:31.270Z,,,
0,522089578,522089578,BALTIMORE HERB FESTIVAL INC,,5103 WETHEREDSVILLE RD,GWYNN OAK,MD,21207-6646,0,3,3,2100,1998-06-01,1,16,995356000,1,1,2021-09-01,0,0,2,0,9,0,0,0,C42,,2023-01-17T16:24:31.954Z,2023-01-17T16:24:31.954Z,,,
0,770620470,770620470,BALTIMORE HOMA COMMUNITY INC,% DOMINIC DALESANDRO,9985 VILLAGE GREEN DR,WOODSTOCK,MD,21163-1155,0,3,3,1000,2012-02-01,1,15,000000000,1,1,2021-12-01,2,3,1,0,12,18871,72229,72229,E50,,2023-01-17T16:26:01.383Z,2023-01-17T16:26:01.383Z,,,
0,201351162,201351162,BALTIMORE JAZZ ALLIANCE INCORPORATED,% BARRY S GLASSMAN,3000 HOMEWOOD AVENUE,BALTIMORE,MD,21218-7500,0,3,3,1000,2012-03-01,1,15,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,A68,,2023-01-17T16:17:02.988Z,2023-01-17T16:17:02.988Z,,,
0,520634742,520634742,BALTIMORE MARITIME EXCHANGE INC,,3720 DILLON ST,BALTIMORE,MD,21224-5202,0,6,3,2000,1956-04-01,2,0,279200000,1,1,2021-12-01,5,4,1,0,12,527416,366510,355604,,,2023-01-17T16:24:14.577Z,2023-01-17T16:24:14.577Z,,,
0,851085205,851085205,BALTIMORE OLIVER COMMUNITY ASSOCIATION,,1400 E FEDERAL ST,BALTIMORE,MD,21213-2809,0,3,3,1000,2020-06-01,1,15,000000000,5,1,2022-07-01,0,0,2,0,7,0,0,0,S22,,2023-01-17T16:27:29.946Z,2023-01-17T16:27:29.946Z,,,
0,453795435,453795435,BALTIMORE OPEN THEATRE INC,% JULIANNE FRANZ,5021 ROLAND AVE 1ST FL,BALTIMORE,MD,21210-2220,0,3,3,1200,2012-02-01,1,15,000000000,1,1,2018-06-01,0,0,2,0,6,0,0,0,A6,BALTIMORE OPEN THEATRE,2022-02-10T16:06:53.128Z,2022-02-10T16:06:53.128Z,pre_2022_03_18,,
0,844950493,844950493,BALTIMORE ORCHARD PROJECT INC,% DEBORAH S HOWARD,3127 GUILFORD AVE,BALTIMORE,MD,21218-3420,0,3,3,1200,2020-08-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:27:25.769Z,2023-01-17T16:27:25.769Z,,,
0,521909176,521909176,BALTIMORE PUBLIC MARKETS CORPORATION,,400 W LEXINGTON ST,BALTIMORE,MD,21201-1752,0,3,3,1000,1995-11-01,1,15,994000000,1,1,2021-06-01,8,6,1,0,6,11825920,4321835,4321835,S99,,2023-01-17T16:24:29.187Z,2023-01-17T16:24:29.187Z,,,
0,834639384,834639384,BALTIMORE RATTLERS BASEBALL ACADEMY,% DOMINIC E PETERS,8317 LIBERTY RD,WINDSOR MILL,MD,21244-3127,0,3,3,1000,2019-07-01,1,16,000000000,1,1,,0,0,1,0,12,,,,N63,,2022-07-18T15:48:22.595Z,2022-07-18T15:48:22.595Z,pre_2022_08_11,,
0,204704816,204704816,BALTIMORE TAIWANESE WOMEN ASSOCIATION,,PO BOX 13704,PHOENIX,MD,21131-0000,0,3,3,1000,2022-05-01,1,16,000000000,5,1,,0,0,2,0,1,,,,A11,BTWA,2023-01-17T16:17:16.263Z,2023-01-17T16:17:16.263Z,,,
0,460738285,460738285,BALTIMORE UNDERGROUND SCIENCE SPACE,% THOMAS BURKETT,101 N HAVEN ST STE 105,BALTIMORE,MD,21224-1635,0,3,3,2800,2015-11-01,1,16,000000000,1,1,2021-12-01,4,4,1,0,12,100638,202106,202106,B28,,2023-01-17T16:23:07.036Z,2023-01-17T16:23:07.036Z,,,
0,521244579,521244579,BALTIMORE VEDIC SOCIETY INC,,200 BLOOMSBURY AVE,CATONSVILLE,MD,21228-5222,0,40,3,1000,1982-10-01,2,0,007000000,1,1,,0,0,0,0,12,,,,,,2023-01-17T16:24:20.155Z,2023-01-17T16:24:20.155Z,,,
0,825286581,825286581,BATMAN IN BALTIMORE CO,,PO BOX 450,MILLERSVILLE,MD,21108-0450,0,3,3,1000,2022-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,T12,,2023-01-17T16:26:48.908Z,2023-01-17T16:26:48.908Z,,,
0,352402420,352402420,CASA BALTIMORE-LIMAY INC,% CAROL BERMAN,1302 MERIDENE DR,BALTIMORE,MD,21239-2025,0,3,3,1000,2012-11-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,Q33,CASA BALTIMORE-LIMAY,2023-01-17T16:20:42.939Z,2023-01-17T16:20:42.939Z,,,
0,474239959,474239959,EAST BALTIMORE HISTORICAL LIBRARY,% NIA REDMOND,1425 N DECKER AVE,BALTIMORE,MD,21213-3901,0,3,3,1200,2016-05-01,1,15,000000000,1,1,2021-12-01,3,1,2,0,12,26876,4400,4400,S20,,2023-01-17T16:23:55.502Z,2023-01-17T16:23:55.502Z,,,
0,520305098,520305098,ENGINEERING SOCIETY OF BALTIMORE,,11 W MOUNT VERNON PL,BALTIMORE,MD,21201-5103,0,7,3,1000,1939-08-01,2,0,059279000,1,1,2021-06-01,7,6,1,0,6,8049509,1057399,922150,,,2023-01-17T16:24:13.557Z,2023-01-17T16:24:13.557Z,,,
0,521891491,521891491,FULL GOSPEL BALTIMORE CHURCH,% WOO KEUN KANG,2123 W JOPPA RD,LUTHERVILLE,MD,21093-4704,4083,3,9,7000,1986-06-01,1,10,001000000,5,1,2021-12-01,5,4,6,0,12,864719,206976,206976,X99Z,,2023-01-17T16:24:28.862Z,2023-01-17T16:24:28.862Z,,,
0,113834672,113834672,GHANAIAN ASSOCIATION OF BALTIMORE,% CHARLES SARBENG,PO BOX 154,OWINGS MILLS,MD,21117-0154,0,3,3,1200,2014-09-01,1,16,000000000,1,1,2018-12-01,0,0,2,0,12,0,0,0,P84,,2022-07-18T15:40:48.663Z,2022-07-18T15:40:48.663Z,pre_2022_08_11,,
0,521701600,521701600,GRACE BAPTIST CHURCH-BALTIMORE,,3201 THE ALAMEDA,BALTIMORE,MD,21218-3642,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:25.388Z,2023-01-17T16:24:25.388Z,,,
0,520645650,520645650,GREATER BALTIMORE COMMITTEE INC,,111 S CALVERT ST,BALTIMORE,MD,21202-6174,0,4,3,1000,1957-03-01,2,0,402400124,1,1,2021-12-01,7,6,1,0,12,5326017,2525448,2458948,,,2023-01-17T16:24:14.745Z,2023-01-17T16:24:14.745Z,,,
0,204465333,204465333,GREATER BALTIMORE HISTORY ALLIANCEINC,% HEIDI GLATFELTER,1524 HOLLINS ST,BALTIMORE,MD,21223-2418,0,3,3,1200,2006-06-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,A80,,2023-01-17T16:17:15.571Z,2023-01-17T16:17:15.571Z,,,
0,526049658,526049658,GREATER BALTIMORE MEDICAL CENTER,% FINANCE DEPT,6701 N CHARLES ST,BALTIMORE,MD,21204-6808,0,3,3,1000,1996-11-01,1,12,179000000,1,1,2021-06-01,9,9,1,0,6,842753767,653086075,623460207,E220,,2023-01-17T16:24:36.196Z,2023-01-17T16:24:36.196Z,,,
0,521122140,521122140,HIBERNIAN SOCIETY OF BALTIMORE,% PRESIDENT OF SOCIETY,PO BOX 18,TIMONIUM,MD,21094-0018,0,3,3,1000,1978-07-01,1,16,040000000,1,1,2021-03-01,6,3,2,0,3,1145997,45967,33886,B82Z,,2023-01-17T16:24:18.318Z,2023-01-17T16:24:18.318Z,,,
0,882168330,882168330,KAIRALI OF BALTIMORE CHARITY,,9218 GEORGIA BELLE DR,PERRY HALL,MD,21128-9780,0,3,3,1000,2022-05-01,1,15,000000000,1,1,,0,0,2,0,12,,,,A99,,2023-01-17T16:28:03.494Z,2023-01-17T16:28:03.494Z,,,
0,841752739,841752739,KEYS IN BALTIMORE INC,,2223 ANNAPOLIS RD,BALTIMORE,MD,21230-3113,0,3,3,1000,2019-06-01,1,15,000000000,1,1,2019-12-01,0,1,2,0,12,0,8785,0,L20,,2023-01-17T16:27:08.862Z,2023-01-17T16:27:08.862Z,,,
0,463122039,463122039,KOLLEL D BALTIMORE INC,% SHMUEL STOLL,15 WALKER AVE,BALTIMORE,MD,21208-4023,0,3,3,7000,2014-04-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:23:17.733Z,2023-01-17T16:23:17.733Z,,,
0,861348645,861348645,MICAH FORUM BALTIMORE INC,,829 E BELVEDERE AVE,BALTIMORE,MD,21212-3723,0,3,3,1237,2021-04-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,X99,,2023-01-17T16:27:42.267Z,2023-01-17T16:27:42.267Z,,,
0,526045016,526045016,MIKVAH OF BALTIMORE INC,,3207 CLARKS LANE,BALTIMORE,MD,21215-2661,0,3,3,7000,1962-10-01,1,15,000000000,1,1,,0,0,13,0,6,,,,,,2023-01-17T16:24:35.897Z,2023-01-17T16:24:35.897Z,,,
0,521301154,521301154,NAMI METROPOLITAN BALTIMORE INC,,2601 N HOWARD ST STE 130,BALTIMORE,MD,21218-4964,0,3,3,1200,1983-10-01,1,15,166000000,1,1,2021-06-01,4,5,1,0,6,418549,682477,677429,F80Z,NAMI METROPOLITAN BALTIMORE INC,2023-01-17T16:24:21.241Z,2023-01-17T16:24:21.241Z,,,
0,814568381,814568381,NEW BALTIMORE BUSINESS ALLIANCE,,50740 LENOX ST,NEW BALTIMORE,MI,48047-1615,5762,6,9,3000,2010-08-01,2,0,000000000,1,1,2019-12-01,0,0,2,0,12,0,0,0,S02,,2021-04-17T14:08:17.018Z,2021-04-17T14:08:17.018Z,pre_2021_06_23,,
0,386089690,386089690,NEW BALTIMORE CIVIC CLUB,% THOMAS J THOMAS,42550 GARFIELD RD STE 105,CLINTON TWP,MI,48038-1644,0,4,3,1000,1950-03-01,2,0,349000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,,,2023-01-17T16:21:49.551Z,2023-01-17T16:21:49.551Z,,,
0,382282883,382282883,NEW BALTIMORE HISTORICAL SOCIETY,% BARBARA RODDY,51065 WASHINGTON ST,NEW BALTIMORE,MI,48047-2158,0,3,3,2000,1985-10-01,1,15,060000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:21:28.343Z,2023-01-17T16:21:28.343Z,,,
0,462655857,462655857,NEW BALTIMORE INTERFAITH CHOIR,,49401 HEATH PLACE CT,CHESTERFIELD,MI,48047-3780,0,3,3,1000,2015-04-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A6B,,2023-01-17T16:23:15.481Z,2023-01-17T16:23:15.481Z,,,
0,237106637,237106637,NORTH BALTIMORE EDUCATION ASSOCIATION,% PAULA BEAUPRY,601 N 3RD ST,N BALTIMORE,OH,45872-1012,0,6,3,2000,1971-06-01,2,0,205566000,5,1,2021-08-01,0,0,2,0,8,0,0,0,,,2023-01-17T16:18:09.270Z,2023-01-17T16:18:09.270Z,,,
0,521189136,521189136,PRIDE OF BALTIMORE INC,% PAULA BELLETIERE,1240 KEY HWY,BALTIMORE,MD,21230-4329,0,3,3,1000,1981-09-01,1,15,119000000,1,1,2021-12-01,6,6,1,0,12,1423944,1215074,1205978,,,2023-01-17T16:24:18.941Z,2023-01-17T16:24:18.941Z,,,
0,521020690,521020690,SOUTH BALTIMORE CAP INCORPORATED,,1435 S HANOVER ST,BALTIMORE,MD,21230-4438,0,3,3,1000,1976-05-01,1,15,573000000,1,1,2018-06-01,4,4,1,0,6,157149,267069,267069,F22Z,,2022-02-10T16:08:03.235Z,2022-02-10T16:08:03.235Z,pre_2022_03_18,,
0,471160257,471160257,SOUTH BALTIMORE NETWORK INC,,1441 LIGHT STREET,BALTIMORE,MD,21230,,,,,,,,,,,,,,,,,,,,,,2022-04-13T14:13:48.021Z,2022-04-13T14:13:48.021Z,xml_backfill,,
0,521270591,521270591,THE BALTIMORE ASSEMBLY INCORPORATED,% MS FAITH MILLSPAUGH,2312 GREENSPRING VALLEY RD,STEVENSON,MD,21153-0652,0,7,3,1000,1984-12-01,0,0,000000000,5,1,2022-02-01,2,0,2,0,2,18345,0,0,,,2023-01-17T16:24:20.594Z,2023-01-17T16:24:20.594Z,,,
0,526018902,526018902,THE VILLAGE CHURCH BALTIMORE,,PO BOX 4822,BALTIMORE,MD,21211-0822,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:35.512Z,2023-01-17T16:24:35.512Z,,,
0,263326310,263326310,TOGOLESE ASSOCIATION OF BALTIMORE,,4631 HAZELWOOD AVE,BALTIMORE,MD,21206-2813,0,3,3,1200,2015-04-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A23,,2023-01-17T16:19:12.012Z,2023-01-17T16:19:12.012Z,,,
0,521512614,521512614,AIDS ACTION BALTIMORE INC,,14 E EAGER ST APT 1A,BALTIMORE,MD,21202-5033,0,3,3,1000,1987-10-01,1,15,531000000,1,1,2021-12-01,4,4,1,0,12,305870,351658,351658,G81Z,,2023-01-17T16:24:23.867Z,2023-01-17T16:24:23.867Z,,,
0,141882726,141882726,BALLOON OVER BALTIMORE INC,% EILEEN M OROURKE,111 S CALVERT ST STE 2300,BALTIMORE,MD,21202-6182,0,3,3,1000,2003-06-01,1,17,000000000,1,1,,0,0,0,0,12,,,,A52,,2023-01-17T16:16:55.990Z,2023-01-17T16:16:55.990Z,,,
0,237004132,237004132,BALTIMORE ACTORS THEATRE INC,% WALTER ANDERSON,14000 GREENCROFT LN,COCKEYSVILLE,MD,21030-1108,0,3,3,2300,1972-09-01,1,16,059000000,1,1,2021-12-01,4,3,2,0,12,387049,30793,30793,A650,,2023-01-17T16:18:03.271Z,2023-01-17T16:18:03.271Z,,,
0,521453400,521453400,BALTIMORE ARCHITECTURE FOUNDATION INC,,100 N CHARLES ST STE P101,BALTIMORE,MD,21201-3839,0,3,3,2000,1986-08-01,1,15,123062000,1,1,2021-12-01,4,3,1,0,12,146283,84230,84002,,,2023-01-17T16:24:23.316Z,2023-01-17T16:24:23.316Z,,,
0,830921001,830921001,BALTIMORE BASEBALL CLUB INC,,101 CATALPA RD,LINTHICUM,MD,21090-2122,0,3,3,2000,2019-03-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,B90,,2023-01-17T16:26:52.292Z,2023-01-17T16:26:52.292Z,,,
0,521849583,521849583,BALTIMORE BEAD SOCIETY INC,,8510 HIGH RIDGE RD,ELLICOTT CITY,MD,21043-3308,0,3,3,1000,1994-07-01,1,16,123000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,B95Z,,2023-01-17T16:24:28.323Z,2023-01-17T16:24:28.323Z,,,
0,521344945,521344945,BALTIMORE BIKUR CHOLIM INC,% PINCHAS A RABINOWITZ,2833 SMITH AVE 242,BALTIMORE,MD,21209-1426,0,3,3,1000,1984-05-01,1,15,179000000,1,1,2021-12-01,5,5,1,0,12,774706,705165,666602,,,2023-01-17T16:24:22.139Z,2023-01-17T16:24:22.139Z,,,
0,412184570,412184570,BALTIMORE CATHOLIC FORENSICS LEAGUE,% CARL W KLEIN,8805 OAKLEIGH RD,PARKVILLE,MD,21234-2712,0,7,3,1000,2014-06-01,2,0,000000000,5,1,2022-08-01,0,0,2,0,8,0,0,0,B99,,2023-01-17T16:22:24.734Z,2023-01-17T16:22:24.734Z,,,
0,454034809,454034809,BALTIMORE CEMETERY ASSOCIATION INC,% ROLAND T BURKE III,2500 E NORTH AVE,BALTIMORE,MD,21213-1519,0,13,3,1000,2013-02-01,1,0,000000000,1,1,2021-12-01,5,5,1,0,12,672800,547475,539228,Y50,BALTIMORE CEMETERY,2023-01-17T16:22:58.117Z,2023-01-17T16:22:58.117Z,,,
0,521806933,521806933,BALTIMORE CHILDRENS MUSEUM INC,,35 MARKET PL,BALTIMORE,MD,21202-4002,0,3,3,1000,1993-05-01,1,15,060000000,1,1,2021-06-01,8,7,1,0,6,20197093,5697391,5154726,A520,,2023-01-17T16:24:27.462Z,2023-01-17T16:24:27.462Z,,,
0,522107971,522107971,BALTIMORE CHINESE SCHOOL INC,% CAO XIANTING,PO BOX 567,WHITE MARSH,MD,21162-0567,0,3,3,2000,1999-08-01,1,11,000000000,1,1,2022-06-01,4,4,1,0,6,112758,104706,104706,B28,,2023-01-17T16:24:32.174Z,2023-01-17T16:24:32.174Z,,,
0,521212473,521212473,BALTIMORE CITY FOUNDATION INC,,1 N CHARLES ST STE 1600,BALTIMORE,MD,21201-3718,0,3,3,1000,2020-07-01,1,15,603602000,1,1,2021-06-01,8,8,1,0,6,20625141,25532138,25532138,T11,,2023-01-17T16:24:19.203Z,2023-01-17T16:24:19.203Z,,,
0,823675340,823675340,BALTIMORE COMMUNITY BUILDERS INC,,801 KEY HWY,BALTIMORE,MD,21230-3976,0,3,3,1200,2018-04-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,J22,,2023-01-17T16:26:43.200Z,2023-01-17T16:26:43.200Z,,,
0,271993205,271993205,BALTIMORE COMPUTER GAME WIZARDS,% SUSAN MEIER,400 SYMPHONY CIR UNIT 348,HUNT VALLEY,MD,21030-2052,0,3,3,2100,2011-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A50,,2023-01-17T16:19:24.816Z,2023-01-17T16:19:24.816Z,,,
0,465671021,465671021,BALTIMORE CRIME ANALYTICS INC,,25 HOOKS LN STE 312,BALTIMORE,MD,21208-1620,0,3,3,1200,2015-11-01,1,15,000000000,1,1,2018-12-01,0,0,2,0,12,0,0,0,I02,,2020-08-20T23:23:49.336Z,2020-08-20T23:23:49.336Z,pre_2020_09_15,,
0,272799718,272799718,BALTIMORE DESIGN SCHOOL INC,% MICA,1500 BARCLAY ST,BALTIMORE,MD,21202-3105,0,3,3,2000,2014-10-01,1,11,000000000,1,1,2021-06-01,8,6,1,0,6,22354047,2107188,2107188,B29,,2023-01-17T16:19:28.269Z,2023-01-17T16:19:28.269Z,,,
0,463459055,463459055,BALTIMORE FOOD HUB INC,% GREGORY HELLER,PO BOX 50160,BALTIMORE,MD,21211-4160,0,3,3,2000,2014-08-01,1,15,000000000,1,1,2021-12-01,6,5,1,0,12,4262787,909189,909189,K30,,2023-01-17T16:23:19.096Z,2023-01-17T16:23:19.096Z,,,
0,521694523,521694523,BALTIMORE HEALTHY START INC,,610 N CHESTER ST,BALTIMORE,MD,21205-2303,0,3,3,1000,1990-08-01,1,15,179000000,1,1,2021-06-01,5,6,1,0,6,809720,2493041,2493041,,,2023-01-17T16:24:25.319Z,2023-01-17T16:24:25.319Z,,,
0,311808725,311808725,BALTIMORE HOSPITAL TWIG 6,% RUTH A BIBLER,2175 GIESY RD NW,BALTIMORE,OH,43105-9438,0,3,3,1000,2003-07-01,1,16,000000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,E11,,2023-01-17T16:20:06.170Z,2023-01-17T16:20:06.170Z,,,
0,113720776,113720776,BALTIMORE HOUSING SOURCE INC,,6409 GALLERY ST,BOWIE,MD,20720-3870,0,3,3,1000,2008-02-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:16:51.686Z,2023-01-17T16:16:51.686Z,,,
0,204726681,204726681,BALTIMORE INTERNATIONAL ACADEMY INC,% KONA-FACIA NEPAY,5434 HARFORD RD,BALTIMORE,MD,21214-2215,0,3,0,2000,2007-12-01,1,11,000000000,1,1,2021-06-01,6,7,1,0,6,2786381,9080666,9080666,,,2023-01-17T16:17:16.388Z,2023-01-17T16:17:16.388Z,,,
0,521912836,521912836,BALTIMORE JEWISH COUNCIL INC,,5750 PARK HEIGHTS AVE,BALTIMORE,MD,21215-3930,0,3,3,1000,1995-12-01,1,15,994430000,1,1,2021-06-01,4,6,1,0,6,428440,1261185,1261185,B80,,2023-01-17T16:24:29.187Z,2023-01-17T16:24:29.187Z,,,
0,522188818,522188818,BALTIMORE JEWISH CULTURAL CHAVURAH,% ART STARR,2 STITCHBERRY CT,REISTERSTOWN,MD,21136-3215,0,3,3,1200,2002-10-01,1,10,000000000,1,1,2017-12-01,0,0,6,0,12,0,0,0,X30,,2023-01-17T16:24:33.018Z,2023-01-17T16:24:33.018Z,,,
0,522179655,522179655,BALTIMORE LACROSSE CLUB INC,% RYAN MC CLERNAN,1820 CIRCLE RD,RUXTON,MD,21204-6415,0,3,3,1200,2007-03-01,1,16,000000000,1,1,2021-12-01,4,5,1,0,12,397522,548650,548650,N60,,2023-01-17T16:24:32.931Z,2023-01-17T16:24:32.931Z,,,
0,842035277,842035277,BALTIMORE LEARNING COOPERATIVE INC,% MELANIE HOOD WILSON,600 S ANN ST,BALTIMORE,MD,21231-2908,0,3,3,1200,2019-07-01,1,15,000000000,1,1,,0,0,2,0,12,,,,E99,,2022-07-18T15:48:24.823Z,2022-07-18T15:48:24.823Z,pre_2022_08_11,,
